permit,streetname,from_st,to_st
./out/17TOC-0418.csv,15TH ST,WIESE ST,JULIAN AVE
./out/17TOC-0418.csv,15TH ST,JULIAN AVE,CALEDONIAST
./out/17TOC-0418.csv,15TH ST,CALEDONIA ST,VALENCIA ST
./out/17TOC-0418.csv,15TH ST,VALENCIA ST,ALBION ST
./out/17TOC-0418.csv,15TH ST,ALBION ST,GUERREROST
./out/17TOC-0418.csv,15TH ST,GUERRERO ST,RAMONA AVE
./out/17TOC-0418.csv,ALBION ST,15TH ST,16TH ST
./out/17TOC-0418.csv,CALEDONIA ST,END,15TH ST
./out/17TOC-0418.csv,CALEDONIA ST,15TH ST,SPARROW ST
./out/17TOC-0418.csv,CALEDONIA ST,SPARROW ST,16TH ST
./out/17TOC-0418.csv,JULIAN AVE,14TH ST,15TH ST
./out/17TOC-0418.csv,JULIAN AVE,15TH ST,16TH ST
./out/17TOC-0418.csv,RAMONA AVE,14TH ST,15TH ST
./out/17TOC-0418.csv,WIESE ST,15TH ST,16TH ST
./out/17TOC-0419.csv,15TH ST,HARRISON ST,FOLSOM ST
./out/17TOC-0419.csv,15TH ST,FOLSOM ST,SHOTWELLST
./out/17TOC-0419.csv,15TH ST,FOLSOM ST,SHOTWELLST
./out/17TOC-0419.csv,15TH ST,SHOTWELL ST,SOUTH VANNESS AVE
./out/17TOC-0419.csv,15TH ST,SOUTH VANNESS AVE,NATOMA ST
./out/17TOC-0419.csv,15TH ST,NATOMA ST,CAPP ST
./out/17TOC-0419.csv,15TH ST,CAPP ST,MINNA ST
./out/17TOC-0419.csv,15TH ST,MINNA ST,MISSION ST
./out/17TOC-0419.csv,15TH ST,MISSION ST,WIESE ST
./out/17TOC-0419.csv,MINNA ST,14TH ST,15TH ST
./out/17TOC-0419.csv,NATOMA ST,14TH ST,15TH ST
./out/17TOC-0419.csv,SHOTWELL ST,14TH ST,15TH ST
./out/17TOC-0419.csv,SHOTWELL ST,15TH ST,16TH ST
./out/17TOC-0419.csv,SHOTWELL ST,16TH ST,17TH ST
./out/17TOC-0534.csv,41ST AVE,KIRKHAM ST,LAWTON ST
./out/17TOC-0534.csv,41ST AVE,LAWTON ST,MORAGA ST
./out/17TOC-0534.csv,41ST AVE,SANTIAGO ST,TARAVAL ST
./out/17TOC-0534.csv,42ND AVE,IRVING ST,JUDAH ST
./out/17TOC-0534.csv,42ND AVE,KIRKHAM ST,LAWTON ST
./out/17TOC-0534.csv,42ND AVE,LAWTON ST,MORAGA ST
./out/17TOC-0534.csv,43RD AVE,KIRKHAM ST,LAWTON ST
./out/17TOC-0534.csv,43RD AVE,LAWTON ST,MORAGA ST
./out/17TOC-0534.csv,43RD AVE,MORAGA ST,NORIEGA ST
./out/17TOC-0534.csv,44TH AVE,JUDAH ST,KIRKHAM ST
./out/17TOC-0534.csv,44TH AVE,KIRKHAM ST,LAWTON ST
./out/17TOC-0534.csv,44TH AVE,LAWTON ST,MORAGA ST
./out/17TOC-0534.csv,47TH AVE,IRVING ST,JUDAH ST
./out/17TOC-0534.csv,47TH AVE,JUDAH ST,KIRKHAM ST
./out/17TOC-0534.csv,47TH AVE,PACHECO ST,QUINTARA ST
./out/17TOC-0534.csv,47TH AVE,RIVERA ST,SANTIAGO ST
./out/17TOC-0607.csv,16TH ST,BRYANT ST,FLORIDA ST
./out/17TOC-0607.csv,16TH ST,FLORIDA ST,ALABAMA ST
./out/17TOC-0607.csv,16TH ST,ALABAMA ST,HARRISON ST\ TREAT AVE
./out/17TOC-0607.csv,16TH ST,HARRISON ST \TREAT AVE,FOLSOM ST
./out/17TOC-0607.csv,16TH ST,FOLSOM ST,SHOTWELLST
./out/17TOC-0607.csv,16TH ST,SHOTWELL ST,SOUTH VANNESS AVE
./out/17TOC-0607.csv,16TH ST,SOUTH VANNESS AVE,CAPP ST
./out/17TOC-0607.csv,16TH ST,CAPP ST,CAPP ST
./out/17TOC-0607.csv,16TH ST,CAPP ST,MISSION ST
./out/17TOC-0607.csv,16TH ST,MISSION ST,WIESE ST
./out/17TOC-0607.csv,16TH ST,WIESE ST,HOFF ST
./out/17TOC-0607.csv,16TH ST,HOFF ST,JULIAN AVE
./out/17TOC-0607.csv,16TH ST,JULIAN AVE,RONDEL PL
./out/17TOC-0607.csv,16TH ST,RONDEL PL,CALEDONIAST
./out/17TOC-0607.csv,16TH ST,CALEDONIA ST,VALENCIA ST
./out/17TOC-0607.csv,16TH ST,VALENCIA ST,ALBION ST
./out/17TOC-0607.csv,16TH ST,ALBION ST,ALBION ST
./out/17TOC-0607.csv,16TH ST,ALBION ST,GUERREROST
./out/17TOC-0607.csv,16TH ST,GUERRERO ST,SPENCER ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,14TH ST,15TH ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,15TH ST,ADAIR ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,ADAIR ST,16TH ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,16TH ST,17TH ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,17TH ST,18TH ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,18TH ST,19TH ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,19TH ST,20TH ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,20TH ST,21ST ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,21ST ST,22ND ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,22ND ST,23RD ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,23RD ST,24TH ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,24TH ST,25TH ST
./out/17TOC-0609.csv,SOUTH VAN NESSAVE,25TH ST,26TH ST
./out/17TOC-0850.csv,BRYANT ST,DIVISION ST,ALAMEDA ST
./out/17TOC-0850.csv,BRYANT ST,ALAMEDA ST,15TH ST
./out/17TOC-0850.csv,BRYANT ST,15TH ST,16TH ST
./out/17TOC-0850.csv,BRYANT ST,16TH ST,17TH ST
./out/17TOC-0850.csv,BRYANT ST,17TH ST,MARIPOSA ST
./out/17TOC-0850.csv,BRYANT ST,MARIPOSA ST,18TH ST
./out/17TOC-0850.csv,BRYANT ST,18TH ST,19TH ST
./out/17TOC-0850.csv,BRYANT ST,19TH ST,20TH ST
./out/17TOC-0850.csv,BRYANT ST,20TH ST,END
./out/17TOC-0850.csv,BRYANT ST,END,21ST ST
./out/17TOC-0850.csv,BRYANT ST,21ST ST,22ND ST
./out/17TOC-0850.csv,BRYANT ST,22ND ST,23RD ST
./out/17TOC-0850.csv,BRYANT ST,23RD ST,24TH ST
./out/17TOC-0850.csv,BRYANT ST,24TH ST,25TH ST
./out/17TOC-0850.csv,BRYANT ST,25TH ST,26TH ST
./out/17TOC-0850.csv,BRYANT ST,26TH ST,CESARCHAVEZ ST
./out/17TOC-0852.csv,19TH ST,POTRERO AVE,HAMPSHIREST
./out/17TOC-0852.csv,19TH ST,HAMPSHIRE ST,YORK ST
./out/17TOC-0852.csv,19TH ST,YORK ST,BRYANT ST
./out/17TOC-0852.csv,19TH ST,BRYANT ST,FLORIDA ST
./out/17TOC-0852.csv,19TH ST,FLORIDA ST,ALABAMA ST
./out/17TOC-0852.csv,19TH ST,ALABAMA ST,ALABAMA ST
./out/17TOC-0852.csv,19TH ST,ALABAMA ST,HARRISON ST
./out/17TOC-0852.csv,19TH ST,HARRISON ST,TREAT AVE
./out/17TOC-0852.csv,19TH ST,TREAT AVE,FOLSOM ST
./out/17TOC-0852.csv,19TH ST,FOLSOM ST,SHOTWELLST
./out/17TOC-0852.csv,19TH ST,SHOTWELL ST,SOUTH VANNESS AVE
./out/17TOC-0852.csv,19TH ST,SOUTH VANNESS AVE,CAPP ST
./out/17TOC-0852.csv,19TH ST,CAPP ST,MISSION ST
./out/17TOC-0852.csv,19TH ST,MISSION ST,SAN CARLOSST
./out/17TOC-0852.csv,19TH ST,SAN CARLOS ST,LEXINGTONST
./out/17TOC-0852.csv,19TH ST,LEXINGTON ST,VALENCIA ST
./out/17TOC-0852.csv,19TH ST,VALENCIA ST,LAPIDGE ST
./out/17TOC-0852.csv,19TH ST,LAPIDGE ST,LINDA ST
./out/17TOC-0852.csv,19TH ST,LINDA ST,GUERREROST
./out/17TOC-0852.csv,19TH ST,GUERRERO ST,OAKWOODST
./out/17TOC-0852.csv,19TH ST,OAKWOOD ST,DOLORES ST
./out/17TOC-1146.csv,15TH ST,MISSION ST,WIESE ST
./out/17TOC-1146.csv,15TH ST,WIESE ST,JULIAN AVE
./out/17TOC-1146.csv,15TH ST,JULIAN AVE,CALEDONIAST
./out/17TOC-1146.csv,15TH ST,CALEDONIA ST,VALENCIA ST
./out/17TOC-1146.csv,15TH ST,VALENCIA ST,ALBION ST
./out/17TOC-1146.csv,15TH ST,ALBION ST,GUERREROST
./out/17TOC-1146.csv,15TH ST,GUERRERO ST,RAMONA AVE
./out/17TOC-1146.csv,ALBION ST,15TH ST,16TH ST
./out/17TOC-1146.csv,CALEDONIA ST,END,15TH ST
./out/17TOC-1146.csv,CALEDONIA ST,15TH ST,SPARROW ST
./out/17TOC-1146.csv,CALEDONIA ST,SPARROW ST,16TH ST
./out/17TOC-1146.csv,JULIAN AVE,14TH ST,15TH ST
./out/17TOC-1146.csv,JULIAN AVE,15TH ST,16TH ST
./out/17TOC-1146.csv,RAMONA AVE,14TH ST,15TH ST
./out/17TOC-1146.csv,WIESE ST,15TH ST,16TH ST
./out/17TOC-1207.csv,15TH ST,HARRISON ST,FOLSOM ST
./out/17TOC-1207.csv,15TH ST,FOLSOM ST,SHOTWELLST
./out/17TOC-1207.csv,15TH ST,SHOTWELL ST,SOUTH VANNESS AVE
./out/17TOC-1207.csv,15TH ST,SOUTH VANNESS AVE,NATOMA ST
./out/17TOC-1207.csv,15TH ST,NATOMA ST,CAPP ST
./out/17TOC-1207.csv,15TH ST,CAPP ST,MINNA ST
./out/17TOC-1207.csv,15TH ST,MINNA ST,MISSION ST
./out/17TOC-1207.csv,15TH ST,MISSION ST,WIESE ST
./out/17TOC-1207.csv,MINNA ST,14TH ST,15TH ST
./out/17TOC-1249.csv,BARTLETT ST,24TH ST,25TH ST
./out/17TOC-1249.csv,BARTLETT ST,25TH ST,26TH ST
./out/17TOC-1249.csv,BARTLETT ST,26TH ST,CESARCHAVEZ ST
./out/17TOC-1249.csv,FAIR OAKS ST,25TH ST,26TH ST
./out/17TOC-1249.csv,ORANGE ALY,25TH ST,26TH ST
./out/17TOC-1249.csv,OSAGE ALY,25TH ST,26TH ST
./out/17TOC-1249.csv,SAN JOSE AVE,24TH ST,25TH ST
./out/17TOC-1249.csv,SAN JOSE AVE,25TH ST,JURI ST
./out/17TOC-1249.csv,SAN JOSE AVE,JURI ST,26TH ST
./out/17TOC-1285.csv,25TH ST,HAMPSHIRE ST,YORK ST
./out/17TOC-1285.csv,25TH ST,YORK ST,BRYANT ST
./out/17TOC-1285.csv,25TH ST,BRYANT ST,FLORIDA ST
./out/17TOC-1285.csv,25TH ST,FLORIDA ST,ALABAMA ST
./out/17TOC-1285.csv,25TH ST,ALABAMA ST,HARRISON ST
./out/17TOC-1285.csv,25TH ST,HARRISON ST,BALMY ST
./out/17TOC-1285.csv,25TH ST,BALMY ST,TREAT AVE
./out/17TOC-1285.csv,25TH ST,TREAT AVE,LUCKY ST
./out/17TOC-1285.csv,25TH ST,LUCKY ST,FOLSOM ST
./out/17TOC-1285.csv,25TH ST,FOLSOM ST,HORACE ST
./out/17TOC-1285.csv,25TH ST,FOLSOM ST,HORACE ST
./out/17TOC-1285.csv,25TH ST,HORACE ST,SHOTWELLST
./out/17TOC-1285.csv,25TH ST,SHOTWELL ST,VIRGIL ST
./out/17TOC-1285.csv,25TH ST,VIRGIL ST,SOUTH VANNESS AVE
./out/17TOC-1285.csv,25TH ST,SOUTH VANNESS AVE,CYPRESS ST
./out/17TOC-1285.csv,25TH ST,CYPRESS ST,CAPP ST
./out/17TOC-1285.csv,25TH ST,CAPP ST,LILAC ST
./out/17TOC-1285.csv,25TH ST,LILAC ST,MISSION ST
./out/17TOC-1285.csv,25TH ST,MISSION ST,OSAGE ALY
./out/17TOC-1285.csv,25TH ST,OSAGE ALY,BARTLETT ST
./out/17TOC-1285.csv,25TH ST,BARTLETT ST,ORANGE ALY
./out/17TOC-1285.csv,25TH ST,ORANGE ALY,VALENCIA ST
./out/17TOC-1285.csv,25TH ST,VALENCIA ST,POPLAR ST
./out/17TOC-1285.csv,25TH ST,POPLAR ST,SAN JOSEAVE
./out/17TOC-1285.csv,25TH ST,SAN JOSE AVE,GUERREROST
./out/17TOC-1288.csv,26TH ST,HAMPSHIRE ST,YORK ST
./out/17TOC-1288.csv,26TH ST,YORK ST,BRYANT ST
./out/17TOC-1288.csv,26TH ST,BRYANT ST,FLORIDA ST
./out/17TOC-1288.csv,26TH ST,FLORIDA ST,ALABAMA ST
./out/17TOC-1288.csv,26TH ST,ALABAMA ST,HARRISON ST
./out/17TOC-1288.csv,26TH ST,HARRISON ST,TREAT AVE \TREAT WAY
./out/17TOC-1288.csv,26TH ST,TREAT AVE \TREAT WAY,LUCKY ST
./out/17TOC-1288.csv,26TH ST,LUCKY ST,FOLSOM ST
./out/17TOC-1288.csv,26TH ST,FOLSOM ST,HORACE ST
./out/17TOC-1288.csv,26TH ST,HORACE ST,SHOTWELLST
./out/17TOC-1288.csv,26TH ST,SHOTWELL ST,VIRGIL ST
./out/17TOC-1288.csv,26TH ST,VIRGIL ST,SOUTH VANNESS AVE
./out/17TOC-1288.csv,26TH ST,SOUTH VANNESS AVE,CYPRESS ST
./out/17TOC-1288.csv,26TH ST,CYPRESS ST,CAPP ST
./out/17TOC-1288.csv,26TH ST,CAPP ST,LILAC ST
./out/17TOC-1288.csv,26TH ST,LILAC ST,MISSION ST
./out/17TOC-1288.csv,26TH ST,MISSION ST,OSAGE ALY
./out/17TOC-1288.csv,26TH ST,OSAGE ALY,BARTLETT ST
./out/17TOC-1288.csv,26TH ST,BARTLETT ST,ORANGE ALY
./out/17TOC-1288.csv,26TH ST,ORANGE ALY,VALENCIA ST
./out/17TOC-1288.csv,26TH ST,VALENCIA ST,POPLAR ST
./out/17TOC-1288.csv,26TH ST,POPLAR ST,SAN JOSEAVE
./out/17TOC-1288.csv,26TH ST,SAN JOSE AVE,GUERREROST
./out/17TOC-1288.csv,26TH ST,GUERRERO ST,FAIR OAKSST
./out/17TOC-1288.csv,26TH ST,FAIR OAKS ST,DOLORES ST
./out/17TOC-1288.csv,CAPP ST,26TH ST,CESARCHAVEZ ST \MISSION ST
./out/17TOC-1557.csv,CYPRESS ST,24TH ST,25TH ST
./out/17TOC-1557.csv,CYPRESS ST,25TH ST,26TH ST
./out/17TOC-1557.csv,HORACE ST,25TH ST,26TH ST
./out/17TOC-1557.csv,SHOTWELL ST,20TH ST,21ST ST
./out/17TOC-1557.csv,SHOTWELL ST,21ST ST,22ND ST
./out/17TOC-1557.csv,SHOTWELL ST,22ND ST,23RD ST
./out/17TOC-1557.csv,SHOTWELL ST,23RD ST,24TH ST
./out/17TOC-1557.csv,SHOTWELL ST,24TH ST,25TH ST
./out/17TOC-1557.csv,SHOTWELL ST,25TH ST,26TH ST
./out/17TOC-1557.csv,SHOTWELL ST,26TH ST,CESARCHAVEZ ST
./out/17TOC-1557.csv,VIRGIL ST,25TH ST,26TH ST
./out/17TOC-1558.csv,LUCKY ST,24TH ST,25TH ST
./out/17TOC-1558.csv,LUCKY ST,25TH ST,26TH ST
./out/17TOC-1558.csv,TREAT AVE,20TH ST,21ST ST
./out/17TOC-1558.csv,TREAT AVE,21ST ST,22ND ST
./out/17TOC-1558.csv,TREAT AVE,22ND ST,23RD ST
./out/17TOC-1558.csv,TREAT AVE,23RD ST,24TH ST
./out/17TOC-1558.csv,TREAT AVE,24TH ST,25TH ST
./out/17TOC-1558.csv,TREAT AVE,25TH ST,26TH ST \TREAT WAY
./out/17TOC-1559.csv,ALABAMA ST,19TH ST,20TH ST
./out/17TOC-1559.csv,ALABAMA ST,20TH ST,21ST ST
./out/17TOC-1559.csv,ALABAMA ST,21ST ST,22ND ST
./out/17TOC-1559.csv,HARRISON ST,18TH ST,19TH ST
./out/17TOC-1559.csv,HARRISON ST,19TH ST,19TH ST
./out/17TOC-1559.csv,HARRISON ST,19TH ST,MISTRAL ST
./out/17TOC-1559.csv,HARRISON ST,MISTRAL ST,20TH ST
./out/17TOC-1559.csv,HARRISON ST,20TH ST,21ST ST
./out/17TOC-1559.csv,HARRISON ST,21ST ST,22ND ST
./out/17TOC-1559.csv,HARRISON ST,22ND ST,23RD ST
./out/17TOC-1559.csv,HARRISON ST,22ND ST,23RD ST
./out/17TOC-1559.csv,HARRISON ST,23RD ST,24TH ST
./out/17TOC-1559.csv,HARRISON ST,24TH ST,25TH ST
./out/17TOC-1559.csv,HARRISON ST,25TH ST,26TH ST
./out/17TOC-1559.csv,HARRISON ST,26TH ST,KAMILLE CT
./out/17TOC-1559.csv,HARRISON ST,KAMILLE CT,CESARCHAVEZ ST
./out/17TOC-1559.csv,HARRISON ST,CESAR CHAVEZST,PRECITA AVE
./out/17TOC-1559.csv,HARRISON ST,PRECITA AVE,NORWICH ST
./out/17TOC-1559.csv,HARRISON ST,NORWICH ST,END
./out/17TOC-1559.csv,MISTRAL ST,HARRISON ST,TREAT AVE
./out/17TOC-1559.csv,NORWICH ST,ALABAMA ST,HARRISON ST
./out/17TOC-1559.csv,NORWICH ST,HARRISON ST,END
./out/17TOC-1559.csv,TREAT AVE,19TH ST,MISTRAL ST
./out/17TOC-1904.csv,HAMPSHIRE ST,17TH ST,MARIPOSA ST
./out/17TOC-1904.csv,HAMPSHIRE ST,MARIPOSA ST,18TH ST
./out/17TOC-1904.csv,HAMPSHIRE ST,18TH ST,19TH ST
./out/17TOC-1904.csv,HAMPSHIRE ST,19TH ST,20TH ST
./out/17TOC-1904.csv,HAMPSHIRE ST,20TH ST,21ST ST
./out/17TOC-1904.csv,HAMPSHIRE ST,21ST ST,22ND ST
./out/17TOC-1904.csv,HAMPSHIRE ST,22ND ST,23RD ST
./out/17TOC-1904.csv,HAMPSHIRE ST,23RD ST,24TH ST
./out/17TOC-1904.csv,HAMPSHIRE ST,24TH ST,25TH ST
./out/17TOC-1904.csv,HAMPSHIRE ST,25TH ST,26TH ST
./out/17TOC-1904.csv,HAMPSHIRE ST,25TH ST,26TH ST
./out/17TOC-1904.csv,HAMPSHIRE ST,26TH ST,CESARCHAVEZ ONRAMP
./out/17TOC-1905.csv,ALABAMA ST,22ND ST,23RD ST
./out/17TOC-1905.csv,ALABAMA ST,23RD ST,24TH ST
./out/17TOC-1905.csv,ALABAMA ST,24TH ST,25TH ST
./out/17TOC-1905.csv,ALABAMA ST,25TH ST,26TH ST
./out/17TOC-1905.csv,ALABAMA ST,26TH ST,CESARCHAVEZ ST
./out/17TOC-1905.csv,ALABAMA ST,CESAR CHAVEZST,PRECITA AVE
./out/17TOC-1905.csv,ALABAMA ST,PRECITA AVE,PRECITA AVE
./out/17TOC-1905.csv,ALABAMA ST,PRECITA AVE,MULLEN AVE
./out/17TOC-1905.csv,ALABAMA ST,MULLEN AVE,MONTCALMST
./out/17TOC-1905.csv,ALABAMA ST,MONTCALM ST,NORWICH ST
./out/17TOC-1905.csv,ALABAMA ST,NORWICH ST,RUTLEDGE ST
./out/17TOC-1905.csv,ALABAMA ST,RUTLEDGE ST,RIPLEY ST
./out/17TOC-1905.csv,ALABAMA ST,RIPLEY ST,ESMERALDAAVE \WALTHAM ST
./out/17TOC-1905.csv,FLORIDA ST,20TH ST,21ST ST
./out/17TOC-1905.csv,FLORIDA ST,21ST ST,22ND ST
./out/17TOC-1905.csv,FLORIDA ST,22ND ST,23RD ST
./out/17TOC-1905.csv,FLORIDA ST,23RD ST,24TH ST
./out/17TOC-1905.csv,FLORIDA ST,24TH ST,25TH ST
./out/17TOC-1905.csv,FLORIDA ST,25TH ST,26TH ST
./out/17TOC-1905.csv,FLORIDA ST,26TH ST,CESARCHAVEZ ST
./out/17TOC-2177.csv,FLORIDA ST,CESAR CHAVEZST,PRECITA AVE
./out/17TOC-2177.csv,FLORIDA ST,PRECITA AVE,PERALTA AVE
./out/17TOC-2177.csv,HOLLADAY AVE,PERALTA AVE,WRIGHT ST
./out/17TOC-2177.csv,HOLLADAY AVE,WRIGHT ST,YORK ST
./out/17TOC-2177.csv,HOLLADAY AVE,YORK ST,RUTLEDGE ST
./out/17TOC-2177.csv,HOLLADAY AVE,RUTLEDGE ST,COSTA ST
./out/17TOC-2177.csv,MULLEN AVE,ALABAMA ST,PERALTA AVE
./out/17TOC-2177.csv,PERALTA AVE,HOLLADAY AVE,MONTCALMST
./out/17TOC-2177.csv,PERALTA AVE,HOLLADAY AVE,MONTCALMST
./out/17TOC-2177.csv,PERALTA AVE,MONTCALM ST,YORK ST
./out/17TOC-2177.csv,PERALTA AVE,YORK ST,YORK ST
./out/17TOC-2177.csv,PERALTA AVE,MONTCALM ST,HAMPSHIREST
./out/17TOC-2177.csv,PERALTA AVE,HAMPSHIRE ST,YORK ST
./out/17TOC-2177.csv,PERALTA AVE,YORK ST,FRANCONIAST
./out/17TOC-2177.csv,PERALTA AVE,FRANCONIA ST,FLORIDA ST
./out/17TOC-2177.csv,PERALTA AVE,FLORIDA ST,MULLEN AVE
./out/17TOC-2177.csv,PERALTA AVE,MULLEN AVE,UNNAMED186
./out/17TOC-2177.csv,PERALTA AVE,UNNAMED 186,MONTCALMST
./out/17TOC-2178.csv,BREWSTER ST,MONTCALM ST \MULLEN AVE,MACEDONIAST
./out/17TOC-2178.csv,BREWSTER ST,MACEDONIA ST,RUTLEDGE ST
./out/17TOC-2178.csv,HAMPSHIRE ST,CESAR CHAVEZON RAMP \CESAR CHAVEZST,PERALTA AVE
./out/17TOC-2178.csv,MONTCALM ST,YORK ST,BREWSTERST \ MULLENAVE
./out/17TOC-2178.csv,MONTCALM ST,BREWSTER ST \MULLEN AVE,MACEDONIAST
./out/17TOC-2178.csv,MONTCALM ST,MACEDONIA ST,FRANCONIAST
./out/17TOC-2178.csv,MONTCALM ST,FRANCONIA ST,PERALTA AVE
./out/17TOC-2178.csv,MONTCALM ST,PERALTA AVE,ALABAMA ST
./out/17TOC-2178.csv,MULLEN AVE,BREWSTER ST \MONTCALM ST,MARTIN AVE
./out/17TOC-2178.csv,RIPLEY ST,FOLSOM ST,HARRISON ST
./out/17TOC-2178.csv,RIPLEY ST,HARRISON ST,ALABAMA ST
./out/17TOC-2178.csv,RIPLEY ST,ALABAMA ST,PERALTA AVE\ SAMOSETST
./out/17TOC-2178.csv,RUTLEDGE ST,FRANCONIA ST,MASSASOITST
./out/17TOC-2178.csv,RUTLEDGE ST,MASSASOIT ST,PERALTA AVE
./out/17TOC-2178.csv,RUTLEDGE ST,PERALTA AVE,ALABAMA ST
./out/17TOC-2178.csv,SAMOSET ST,FRANCONIA ST,PERALTA AVE\ RIPLEY ST
./out/17TOC-2178.csv,YORK ST,PERALTA AVE,MONTCALMST
./out/17TOC-2469.csv,26TH ST,CAPP ST,LILAC ST
./out/17TOC-2469.csv,CAPP ST,25TH ST,26TH ST
./out/17TOC-2579.csv,NOE ST,22ND ST,ALVARADOST
./out/17TOC-2579.csv,NOE ST,ALVARADO ST,23RD ST
./out/17TOC-2579.csv,NOE ST,23RD ST,ELIZABETHST
./out/17TOC-2579.csv,NOE ST,ELIZABETH ST,24TH ST
./out/17TOC-2579.csv,NOE ST,24TH ST,JERSEY ST
./out/17TOC-2579.csv,NOE ST,JERSEY ST,25TH ST
./out/17TOC-2579.csv,NOE ST,25TH ST,CLIPPER ST
./out/17TOC-2579.csv,NOE ST,CLIPPER ST,26TH ST
./out/17TOC-2579.csv,NOE ST,26TH ST,CESARCHAVEZ ST
./out/17TOC-2579.csv,NOE ST,CESAR CHAVEZST,27TH ST
./out/17TOC-2579.csv,NOE ST,27TH ST,DUNCAN ST
./out/17TOC-2579.csv,NOE ST,DUNCAN ST,28TH ST
./out/17TOC-2579.csv,NOE ST,28TH ST,VALLEY ST
./out/17TOC-2579.csv,NOE ST,VALLEY ST,29TH ST
./out/17TOC-2579.csv,NOE ST,29TH ST,DAY ST
./out/17TOC-2579.csv,NOE ST,DAY ST,30TH ST
./out/17TOC-2579.csv,NOE ST,30TH ST,HARRY ST \LAIDLEY ST
./out/17TOC-2580.csv,24TH ST,CHURCH ST,VICKSBURGST
./out/17TOC-2580.csv,24TH ST,VICKSBURG ST,SANCHEZ ST
./out/17TOC-2580.csv,24TH ST,SANCHEZ ST,NOE ST
./out/17TOC-2580.csv,24TH ST,NOE ST,CASTRO ST
./out/17TOC-2580.csv,24TH ST,CASTRO ST,DIAMOND ST
./out/17TOC-2580.csv,24TH ST,DIAMOND ST,DOUGLASSST
./out/17TOC-2580.csv,24TH ST,DOUGLASS ST,HOMESTEADST
./out/17TOC-2580.csv,24TH ST,HOMESTEAD ST,HOFFMANAVE
./out/17TOC-2580.csv,24TH ST,HOFFMAN AVE,FOUNTAIN ST
./out/17TOC-2580.csv,24TH ST,FOUNTAIN ST,GRAND VIEWAVE
./out/17TOC-2580.csv,ELIZABETH ST,NELLIE ST,VICKSBURGST
./out/17TOC-2580.csv,ELIZABETH ST,VICKSBURG ST,BLANCHE ST
./out/17TOC-2580.csv,ELIZABETH ST,BLANCHE ST,SANCHEZ ST
./out/17TOC-2580.csv,ELIZABETH ST,SANCHEZ ST,NOE ST
./out/17TOC-2580.csv,ELIZABETH ST,NOE ST,CASTRO ST
./out/17TOC-2580.csv,ELIZABETH ST,CASTRO ST,DIAMOND ST
./out/17TOC-2580.csv,ELIZABETH ST,DIAMOND ST,DOUGLASSST
./out/17TOC-2580.csv,ELIZABETH ST,DOUGLASS ST,HOFFMANAVE
./out/17TOC-2580.csv,ELIZABETH ST,HOFFMAN AVE,GRAND VIEWAVE
./out/17TOC-2582.csv,27TH ST,DOLORES ST,CHURCH ST
./out/17TOC-2582.csv,27TH ST,CHURCH ST,SANCHEZ ST
./out/17TOC-2582.csv,27TH ST,SANCHEZ ST,NOE ST
./out/17TOC-2582.csv,27TH ST,NOE ST,END
./out/17TOC-2582.csv,27TH ST,END,CASTRO ST \NEWBURG ST
./out/17TOC-2582.csv,27TH ST,END,CASTRO ST \NEWBURG ST
./out/17TOC-2582.csv,27TH ST,CASTRO ST \NEWBURG ST,KRONQUISTCT
./out/17TOC-2582.csv,27TH ST,KRONQUIST CT,DIAMOND ST
./out/17TOC-2582.csv,27TH ST,DIAMOND ST,DOUGLASSST
./out/17TOC-2582.csv,DUNCAN ST,DOLORES ST,CHURCH ST
./out/17TOC-2582.csv,DUNCAN ST,CHURCH ST,SANCHEZ ST
./out/17TOC-2582.csv,DUNCAN ST,SANCHEZ ST,END
./out/17TOC-2819.csv,26TH ST,MISSION ST,OSAGE ALY
./out/17TOC-2819.csv,26TH ST,ORANGE ALY,VALENCIA ST
./out/17TOC-2996.csv,ALABAMA ST,NORWICH ST,RUTLEDGE ST
./out/17TOC-2997.csv,YORK ST,MONTCALM ST,HOLLADAYAVE
./out/17TOC-3112.csv,YORK ST,MARIPOSA ST,18TH ST
./out/17TOC-3112.csv,YORK ST,18TH ST,19TH ST
./out/17TOC-3112.csv,YORK ST,19TH ST,20TH ST
./out/17TOC-3112.csv,YORK ST,20TH ST,21ST ST
./out/17TOC-3112.csv,YORK ST,21ST ST,22ND ST
./out/17TOC-3112.csv,YORK ST,22ND ST,23RD ST
./out/17TOC-3112.csv,YORK ST,23RD ST,24TH ST
./out/17TOC-3112.csv,YORK ST,24TH ST,25TH ST
./out/17TOC-3112.csv,YORK ST,25TH ST,26TH ST
